Timestamp(us), ax, ay, az, gx, gy, gz, mx, my, mz,period
3745201568,9686,16565,-8991,-1856,129,-1576,148,403,-1034,1
3745221557,8878,16905,-8307,-1710,64,-1486,154,403,-1009,1
3745241546,8553,17089,-8122,-1507,148,-1422,178,427,-973,1
3745261535,8658,16706,-8352,-1303,204,-1366,184,409,-886,1
3745281524,9304,16785,-8954,-1078,208,-1291,201,421,-923,1
3745301513,9317,17043,-8426,-867,99,-1153,184,421,-861,1
3745321502,8851,16790,-8013,-637,-22,-956,219,421,-886,1
3745341491,9171,16050,-8791,-380,-22,-769,225,421,-886,1
3745361480,9902,15370,-8892,-127,-18,-615,231,421,-875,1
3745381469,10047,15109,-8770,111,-60,-482,243,409,-825,1
3745401458,10225,15128,-8847,302,-160,-311,225,421,-875,1
3745421447,10214,15146,-8736,494,-318,-131,255,433,-898,1
3745441436,10145,15042,-8900,728,-406,33,249,421,-875,1
3745461425,9772,14992,-8389,948,-435,198,237,433,-886,1
3745481414,9420,15372,-8439,1161,-451,348,249,415,-923,1
3745501403,9345,15824,-8724,1347,-410,460,225,433,-948,1
3745521392,8921,15882,-9646,1516,-446,581,219,445,-948,1
3745541381,8642,15896,-10682,1640,-530,752,201,451,-1009,1
3745561370,8665,15797,-11056,1752,-536,911,207,421,-1034,1
3745581359,8799,15591,-11171,1890,-476,989,207,409,-1071,1
3745601348,8979,15877,-12072,2076,-407,1009,190,427,-1121,1
3745621337,7975,16119,-11826,2199,-409,1039,184,409,-1182,1
3745641326,7346,15505,-11765,2322,-323,1160,190,392,-1207,1
3745661315,7357,14107,-11646,2441,-172,1306,172,380,-1269,1
3745681304,8294,13119,-12650,2610,13,1367,178,344,-1280,1
3745701293,7697,12113,-13608,2760,79,1396,166,326,-1317,1
3745721282,8138,11145,-13472,2866,245,1493,172,320,-1378,1
3745741271,7912,9630,-12399,2942,380,1581,166,291,-1428,1
3745761260,9043,9284,-11827,2969,569,1650,160,273,-1465,1
3745781250,8630,9086,-11519,2954,631,1667,148,237,-1490,1
3745801239,8827,8454,-10980,2985,698,1709,148,219,-1551,1
3745821228,9521,6914,-11253,3007,812,1768,154,184,-1551,1
3745841217,9801,5835,-10732,3000,886,1787,148,130,-1576,1
3745861206,9681,5392,-10438,2976,927,1756,142,106,-1588,1
3745881195,8536,4480,-9912,2868,942,1732,124,59,-1626,1
3745901184,8440,2867,-8492,2749,949,1746,136,59,-1625,1
3745921173,9142,1391,-9359,2735,1056,1676,142,23,-1613,1
3745941162,8621,765,-9590,2606,986,1596,130,-24,-1650,1
3745961151,8215,611,-9366,2424,919,1516,124,-36,-1638,1
3745981140,7224,-946,-8050,2211,893,1424,136,-72,-1638,1
3746001129,7087,-3294,-6004,2137,845,1362,142,-125,-1638,1
3746021118,7519,-5031,-6049,2162,801,1290,160,-119,-1638,1
3746041107,7692,-5757,-6784,2142,732,1211,142,-149,-1650,1
3746061096,7786,-6433,-6416,1945,581,1208,148,-161,-1613,1
3746081085,7085,-7636,-4599,1700,427,1136,154,-202,-1613,1
3746101074,7109,-9213,-2709,1589,398,1023,172,-214,-1590,1
3746121063,7024,-10169,-2181,1502,328,882,184,-232,-1576,1
3746141052,6451,-10644,-2891,1315,260,722,190,-226,-1565,1
3746161041,6724,-10924,-2281,974,68,623,172,-238,-1576,1
3746181030,7326,-10765,-1217,667,2,484,184,-250,-1588,1
3746201019,7777,-10809,-715,463,91,228,201,-256,-1576,1
3746221008,6921,-11245,-1963,229,-47,1,196,-262,-1588,1
3746240997,7215,-11655,-1297,3,-144,-135,196,-244,-1551,1
3746260986,8383,-11609,335,-222,-122,-248,190,-268,-1551,1
3746280975,8644,-11033,367,-418,-139,-381,190,-238,-1565,1
3746300964,8169,-10508,-1361,-612,-170,-496,184,-256,-1551,1
3746320953,8483,-10403,-1096,-845,-205,-579,190,-250,-1601,1
3746340942,8198,-10579,-753,-1089,-274,-669,190,-214,-1576,1
3746360931,8431,-10869,-2026,-1334,-275,-742,178,-214,-1540,1
3746380920,7872,-10665,-4085,-1601,-188,-834,166,-197,-1576,1
3746400909,7859,-9742,-4521,-1842,-32,-898,148,-179,-1613,1
3746420898,8113,-8399,-4080,-2051,-67,-978,166,-155,-1588,1
3746440887,8211,-7038,-3901,-2182,-199,-1068,154,-143,-1638,1
3746460876,7681,-6287,-5859,-2237,-223,-1188,148,-119,-1650,1
3746480865,8241,-5027,-6718,-2367,-186,-1257,118,-101,-1576,1
3746500854,8913,-3295,-6594,-2577,-311,-1329,124,-78,-1613,1
3746520843,8864,-1903,-7646,-2630,-330,-1416,106,-30,-1613,1
3746540832,9349,-645,-7892,-2642,-296,-1519,118,5,-1626,1
3746560821,8944,883,-7467,-2742,-511,-1618,106,29,-1625,1
3746580810,8561,2357,-7468,-2834,-667,-1675,100,65,-1613,1
3746600799,9064,4505,-8098,-2780,-645,-1743,100,83,-1576,1
3746620788,9645,6148,-9381,-2737,-467,-1832,112,136,-1588,1
3746640777,9534,7822,-10602,-2822,-478,-1874,95,154,-1565,1
3746660766,9084,8832,-11514,-2962,-496,-1795,112,207,-1526,1
3746680755,9640,9904,-11175,-2984,-365,-1709,112,231,-1515,1
3746700744,9065,10712,-10882,-2893,-326,-1734,118,243,-1440,1
3746720733,8650,11435,-11667,-2851,-271,-1772,118,273,-1378,1
3746740722,9091,12619,-12089,-2836,-203,-1793,130,291,-1392,1
3746760711,9060,14134,-12007,-2798,-261,-1754,112,320,-1305,1
3746780700,9345,15223,-12138,-2727,-306,-1626,118,332,-1294,1
3746800689,8798,15512,-11948,-2618,-234,-1523,136,356,-1255,1
3746820678,9037,15758,-10565,-2466,-130,-1452,136,386,-1232,1
3746840667,9468,16150,-10547,-2353,-154,-1462,142,403,-1146,1
3746860656,8755,16952,-9988,-2281,-252,-1500,154,415,-1096,1
3746880645,8407,17142,-10543,-2114,-180,-1443,172,415,-1059,1
3746900634,8394,17087,-10279,-1939,-126,-1317,184,415,-998,1
3746920623,8476,17259,-9724,-1753,-150,-1216,190,433,-959,1
3746940612,8324,17438,-10124,-1508,-107,-1161,201,409,-898,1
3746960601,8198,16783,-11083,-1252,-37,-1036,207,433,-898,1
3746980590,8450,16549,-10513,-994,-52,-864,207,427,-886,1
3747000579,8480,16327,-10413,-682,-67,-708,219,427,-886,1
3747020568,8674,15912,-10497,-376,-46,-574,255,409,-850,1
3747040557,8632,14891,-10607,-105,4,-438,243,433,-886,1
3747060546,9248,14414,-10803,155,54,-298,237,409,-850,1
3747080535,9144,14353,-10229,392,47,-177,243,415,-861,1
3747100524,9079,14577,-10100,638,51,-40,237,439,-861,1
3747120513,8397,14689,-9976,835,16,109,243,409,-875,1
3747140502,8289,15181,-9604,1036,7,232,243,427,-959,1
3747160491,8013,15927,-10009,1234,24,305,237,409,-936,1
3747180480,7474,16505,-10260,1403,-32,403,231,403,-998,1
3747200469,7044,17024,-11018,1575,-71,544,231,433,-1009,1
3747220458,7089,17972,-11207,1670,-126,698,237,445,-1021,1
3747240447,6625,18683,-10911,1771,-185,786,213,421,-1046,1
3747260437,6309,17829,-11192,1882,-146,874,213,409,-1107,1
3747280426,6709,17027,-11377,2026,-54,1001,201,421,-1169,1
3747300415,6689,16366,-11281,2159,-40,1121,196,386,-1182,1
3747320404,6877,15062,-10740,2260,-16,1200,207,392,-1230,1
3747340393,6764,12966,-10487,2413,128,1251,190,368,-1280,1
3747360382,8324,11696,-11611,2585,301,1345,196,332,-1305,1
3747380371,8396,11716,-11948,2626,278,1417,190,320,-1367,1
3747400360,8379,11258,-11180,2642,289,1501,190,291,-1392,1
3747420349,8684,9220,-11787,2718,365,1559,184,297,-1392,1
3747440338,8167,7459,-12336,2799,343,1572,178,279,-1453,1
3747460327,8422,6973,-11428,2890,347,1576,148,219,-1490,1
3747480316,7903,6498,-11145,2926,371,1539,154,213,-1551,1
3747500305,7941,5977,-11340,2922,458,1534,166,190,-1551,1
3747520294,7390,4591,-10126,2860,490,1500,184,142,-1540,1
3747540283,7849,2912,-9702,2828,597,1427,166,95,-1601,1
3747560272,7222,1137,-9509,2745,670,1369,172,77,-1576,1
3747580261,7248,-34,-10646,2682,815,1376,160,65,-1638,1
3747600250,7543,172,-10995,2531,860,1419,160,17,-1613,1
3747620239,7295,-574,-9646,2356,759,1390,178,-6,-1613,1
3747640228,6915,-1396,-9877,2321,685,1243,160,-30,-1601,1
3747660217,7573,-2599,-9334,2275,591,1269,154,-60,-1650,1
3747680206,8725,-3707,-9503,2258,451,1365,184,-78,-1613,1
3747700195,8968,-3241,-9587,2193,231,1270,178,-96,-1625,1
3747720184,8292,-4011,-8431,2053,-17,1146,184,-137,-1625,1
3747740173,7913,-6090,-8552,1981,-219,1092,201,-167,-1625,1
3747760162,8422,-7427,-7120,1944,-428,1132,201,-173,-1626,1
3747780151,8079,-8349,-4893,1878,-380,1003,207,-202,-1613,1
3747800140,7085,-8787,-2732,1684,-199,766,225,-191,-1613,1
3747820129,6585,-8705,-3847,1512,-731,542,231,-226,-1601,1
3747840118,6727,-9007,-3902,1069,-1168,334,255,-226,-1576,1
3747860107,6074,-10106,-3613,655,-807,146,255,-238,-1588,1
3747880096,6608,-10643,-3481,595,-209,24,261,-244,-1588,1
3747900085,6540,-11061,-3269,306,-281,-2,267,-238,-1563,1
3747920074,6788,-11251,-3208,30,-354,-24,255,-238,-1576,1
3747940063,6925,-11002,-3016,-170,-203,-65,285,-232,-1588,1
3747960052,7075,-10698,-3126,-354,-23,-150,285,-232,-1588,1
3747980041,6974,-10855,-3254,-619,-1,-282,261,-238,-1576,1
3748000030,7040,-10856,-4512,-935,-69,-302,273,-244,-1601,1
3748020019,7097,-10947,-5045,-1278,3,-260,273,-202,-1588,1
3748040008,7559,-10528,-4127,-1580,183,-224,261,-191,-1588,1
3748059997,7418,-9437,-4864,-1689,341,-297,267,-208,-1638,1
3748079986,6826,-8055,-5580,-1771,406,-476,261,-167,-1638,1
3748099975,6955,-6960,-5215,-1925,522,-665,237,-155,-1613,1
3748119964,6135,-6318,-4706,-2116,833,-895,231,-119,-1613,1
3748139953,6802,-5422,-6668,-2348,1018,-1049,201,-113,-1625,1
3748159942,6356,-4574,-7684,-2545,974,-1304,196,-107,-1625,1
3748179931,6326,-3340,-6343,-2663,1203,-1479,166,-66,-1638,1
3748199920,6786,-1864,-5442,-2763,1217,-1626,178,-48,-1625,1
3748219909,8504,14,-6978,-2860,889,-1842,142,0,-1601,1
3748239898,7909,895,-7656,-2975,402,-2128,130,41,-1565,1
3748259887,7589,1884,-8711,-2956,513,-2223,124,65,-1588,1
3748279876,8113,2819,-7768,-2990,559,-2222,118,112,-1600,1
3748299865,9906,4679,-8959,-3026,502,-2279,118,142,-1565,1
3748319854,10539,7051,-10064,-3015,358,-2421,100,172,-1490,1
3748339843,10381,8848,-9143,-2909,230,-2530,95,207,-1490,1
3748359832,10510,10374,-8673,-2767,205,-2601,100,231,-1417,1
3748379821,10887,11828,-9635,-2687,170,-2612,95,267,-1403,1
3748399810,10691,12604,-10734,-2663,63,-2549,100,291,-1342,1
3748419799,10601,12763,-9263,-2644,11,-2461,124,332,-1330,1
3748439788,9960,14452,-8851,-2460,64,-2392,118,362,-1244,1
3748459777,10230,15306,-9510,-2286,90,-2266,130,362,-1219,1
3748479766,9905,15628,-9818,-2167,35,-2176,124,386,-1194,1
3748499755,8661,16271,-8572,-2009,-97,-2075,136,415,-1121,1
3748519744,8738,17074,-8520,-1841,-69,-1892,142,433,-1084,0
3748539733,9032,17487,-8550,-1703,-120,-1735,154,439,-1034,0
3748559722,8520,17426,-8211,-1561,-226,-1603,160,433,-948,0
3748579711,7009,17406,-7135,-1393,-317,-1444,172,457,-959,0
3748599700,6719,17140,-6890,-1183,-340,-1189,172,451,-875,0
3748619689,7143,16956,-6746,-957,-279,-977,184,469,-850,0
3748639678,7561,16409,-7608,-821,-280,-826,190,475,-836,0
3748659667,7584,16738,-6343,-843,-384,-1306,184,469,-825,0
3748679656,4748,19756,-5537,-764,-462,-1362,207,481,-763,0
3748699645,5830,14793,-4940,-519,-397,-347,231,493,-726,0
3748719635,5869,15469,-5452,-353,-289,-416,213,487,-713,0
3748739624,5816,15516,-6421,-345,-247,-376,225,504,-665,0
3748759613,5047,15475,-5145,-410,-319,-281,201,499,-640,0
3748779602,4331,16277,-3322,-375,-321,-299,225,510,-640,0
3748799591,4818,16511,-3439,-192,-114,-310,207,504,-615,0
3748819580,4367,16231,-3600,-22,-4,-275,201,528,-615,0
3748839569,4137,15757,-3773,-41,66,-249,219,528,-590,0
3748859558,3450,16297,-3328,-44,19,-166,219,534,-590,0
3748879547,3766,16100,-2909,-72,3,-43,201,540,-590,0
3748899536,3925,16762,-2821,-108,97,-108,213,582,-565,0
3748919525,4003,17343,-3003,-140,208,-169,225,576,-578,0
3748939514,3728,17520,-3403,-101,236,-204,196,588,-467,0
3748959503,3241,17259,-3241,-39,221,-174,190,588,-467,0
3748979492,3138,17092,-2842,-29,256,-133,196,588,-455,0
3748999481,3116,16937,-2640,19,240,-68,184,588,-442,0
3749019470,3099,16763,-2213,80,214,-3,190,611,-467,0
3749039459,2423,16749,-1680,84,170,11,184,635,-455,0
3749059448,2518,16383,-1874,111,177,38,166,635,-405,0
3749079437,2491,15921,-2296,107,174,0,184,641,-405,0
3749099426,2639,15915,-3522,101,224,-39,160,647,-380,0
3749119415,2336,15882,-2545,47,219,-19,166,659,-394,0
3749139404,1879,15950,-2199,22,171,-51,178,665,-380,0
3749159393,1961,16518,-2352,-14,327,-146,154,677,-380,0
3749179382,2309,16626,-2543,20,458,-178,154,689,-405,0
3749199371,1418,16460,-3148,71,508,-132,154,671,-355,0
3749219360,-692,19210,-1068,48,703,-293,172,677,-319,0
3749239349,3022,16848,-570,-56,725,-65,184,706,-332,0
3749259338,4837,13513,-4296,194,606,215,166,718,-369,0
3749279327,3168,16300,-3892,6,597,-64,178,706,-319,0
3749299316,3819,18839,-3005,-79,448,-58,178,718,-355,0
3749319305,1587,17946,-1115,-104,-45,-40,184,730,-307,0
3749339294,3161,15845,-818,20,70,85,190,706,-282,0
3749359283,2103,15050,-2357,92,217,33,184,712,-319,0
3749379272,3842,17227,-650,-48,167,-105,172,718,-355,0
3749399261,1670,15864,-1613,-16,-15,-92,178,712,-319,0
3749419250,3285,16096,-618,-52,76,-24,172,730,-319,0
3749439239,1850,16264,-798,-59,24,-113,190,748,-319,0
3749459228,3286,15880,-803,-27,60,-32,178,718,-332,0
3749479217,2578,15924,-365,-76,68,-146,196,718,-319,0
3749499206,2734,15860,-629,-120,136,-212,172,730,-319,0
3749519195,3247,15668,-2297,-123,178,-280,190,695,-307,0
3749539184,2622,15352,-3119,-118,76,-263,201,706,-294,0
3749559173,2549,16735,-3372,-200,-13,-185,196,695,-269,0
3749579162,3696,18573,-4451,-160,28,-156,201,712,-282,0
3749599151,3838,15330,-4142,2,101,125,207,683,-257,0
3749619140,3549,14690,-2795,18,172,25,219,689,-257,0
3749639129,1981,16227,-1995,-82,-24,-196,213,689,-282,0
3749659118,2439,16440,-2669,-29,-31,-211,207,671,-257,0
3749679107,3458,16385,-2409,-37,132,-379,207,671,-257,0
3749699096,3251,17280,-966,-99,132,-446,225,683,-269,0
3749719085,2087,17194,-145,-114,27,-443,231,653,-269,0
3749739074,1555,17491,-690,-71,-16,-412,231,677,-271,0
3749759063,1717,17559,-1722,-45,21,-368,225,671,-282,0
3749779052,1345,17627,-1162,-107,123,-351,243,671,-269,0
3749799041,1071,17515,-1549,-166,103,-421,243,653,-269,0
3749819030,975,17980,-914,-234,127,-458,255,641,-282,0
3749839019,-853,19384,-87,-442,115,-612,285,653,-294,0
3749859008,2148,19808,485,-635,156,-467,267,623,-257,0
3749878997,857,18738,-1308,-549,-432,-222,285,600,-271,0
3749898986,-612,16733,-2217,-437,-420,-140,297,576,-257,0
3749918975,915,17137,-7,-518,-522,9,279,588,-294,0
3749938964,-104,16995,-810,-595,-938,155,291,558,-294,0
3749958953,338,17467,-772,-625,-1059,198,267,546,-271,0
3749978942,1330,18342,-143,-646,-1189,129,273,504,-257,0
3749998931,-1331,17532,-1866,-500,-1440,164,243,528,-269,0
3750018920,-1354,17414,-2952,-293,-1012,253,231,481,-319,0
3750038909,2494,20597,-1248,-247,-993,750,255,475,-344,0
3750058898,1845,16946,-2464,226,-1620,1618,207,469,-319,0
3750078887,1478,17082,-2427,-138,-1329,949,201,463,-369,0
3750098876,2128,17448,-1831,-86,-910,416,219,457,-417,0
3750118865,2111,19180,-1160,135,-844,440,213,457,-394,0
3750138854,3870,17590,-1154,90,-872,667,213,445,-467,0
3750158843,4547,17265,-1724,230,-1281,530,201,433,-455,0
3750178833,4705,17291,-2329,364,-1594,491,219,445,-503,0
3750198822,3744,16737,-1841,465,-1709,603,219,427,-553,0
3750218811,2962,16364,2,527,-1605,782,201,421,-553,0
3750238800,2650,16147,-732,695,-1249,892,190,433,-626,0
3750258789,3180,16663,-2898,854,-627,796,201,421,-651,0
3750278778,3681,16408,-4348,997,-173,737,184,433,-676,0
3750298767,4019,15756,-3935,988,83,680,196,421,-713,0
3750318756,4630,15626,-2732,884,119,648,213,421,-726,0
3750338745,5241,16093,-2011,781,-65,629,201,421,-775,0
3750358734,5067,16247,-2300,743,-296,620,207,398,-763,0
3750378723,4824,16218,-3573,774,-449,685,219,427,-800,0
3750398712,3834,15853,-4139,818,-481,689,243,415,-825,0
3750418701,3798,15430,-2914,809,-299,690,219,415,-886,0
3750438690,5011,14630,-2479,751,-152,743,243,415,-875,0
3750458679,5177,12606,-3024,756,-216,699,219,392,-936,0
3750478668,8610,1459,2469,2283,113,463,225,403,-948,0
3750498657,5427,23461,-1496,3184,159,-108,225,386,-1034,0
3750518646,4300,17724,-3895,-165,-699,470,237,392,-1046,0
3750538635,5035,12487,-4007,-770,-819,1144,225,380,-1021,0
3750558624,814,15779,-4766,-1065,-489,1183,231,374,-1034,0
3750578613,5665,8947,-2086,-1472,214,1406,231,392,-984,0
3750598602,5999,8233,-2439,-128,411,867,231,386,-1009,0
3750618591,4041,11232,-4520,240,423,689,213,386,-1009,0
3750638580,5646,10529,-5347,110,506,774,225,368,-1034,0
3750658569,6151,12349,-5112,109,292,741,207,403,-1034,0
3750678558,6452,12697,-5004,6,-185,1003,225,374,-1034,0
3750698547,6594,11488,-5578,88,-453,1272,219,386,-1009,0
3750718536,7586,11801,-5702,4,-595,980,196,380,-1009,0
3750738525,9008,10266,-5674,-119,-974,936,190,380,-1034,0
3750758514,7920,10465,-5805,-32,-1134,617,201,374,-1021,0
3750778503,7490,10659,-6156,-38,-1001,247,190,392,-1034,0
3750798492,8052,11585,-6221,-12,-713,115,201,374,-1059,0
3750818481,9322,11682,-6090,140,-508,136,201,392,-998,0
3750838470,7992,11165,-7174,208,-391,175,201,380,-1059,0
3750858459,8774,11125,-5854,-264,54,268,201,374,-1009,0
3750878448,10993,12396,-5079,11,53,360,190,374,-1034,0
3750898437,9637,10395,-6390,182,-123,262,201,380,-998,0
3750918426,10168,11259,-6712,19,-243,417,207,386,-1034,0
3750938415,10127,11167,-6532,245,-502,644,201,386,-1059,0
3750958404,9736,10692,-6284,502,-543,700,190,380,-1009,0
3750978393,9309,10800,-5973,372,-465,643,184,368,-1059,0
3750998382,9319,10186,-6007,8,-324,535,190,380,-1057,0
3751018371,10859,10667,-5762,-540,-257,225,184,380,-1071,0
3751038360,10226,10814,-5981,-532,-470,119,196,362,-1034,0
3751058349,8909,10043,-6841,-219,-584,372,196,374,-1046,0
3751078338,9498,10060,-7049,86,-340,375,196,386,-1009,0
3751098327,9469,10522,-6711,-47,-418,395,207,368,-1009,0
3751118316,8548,9873,-7152,-145,-411,502,190,392,-1021,0
3751138305,9931,10449,-7247,-164,-256,617,184,374,-1021,0
3751158294,10098,9907,-7376,-219,-408,590,178,368,-1023,0
3751178283,8914,9738,-7515,-183,-475,473,172,374,-973,0
3751198272,9047,9838,-7375,-9,-285,532,172,362,-998,0
3751218261,9944,9861,-7644,95,-169,597,184,368,-1009,0
3751238250,10346,9519,-7492,99,-380,532,172,368,-1059,0
3751258239,8061,9336,-7921,462,-419,320,184,368,-1021,0
3751278228,8810,8611,-8220,512,41,209,166,362,-998,0
3751298217,9167,9420,-8597,232,-64,363,166,368,-1009,0
3751318206,9326,9620,-8617,-53,-222,470,178,356,-1034,0
3751338195,9533,9461,-8588,-61,-221,433,172,368,-1009,0
3751358184,10086,9248,-8516,-60,-181,277,166,350,-1046,0
3751378173,9709,9144,-8459,-86,-310,216,172,362,-1009,0
3751398162,9156,8685,-8646,90,-269,54,184,362,-1021,0
3751418151,9896,9135,-8313,176,-161,-188,172,338,-1034,0
3751438140,10186,8650,-8879,74,-355,-45,190,368,-1034,0
3751458129,9652,8170,-9334,-502,-572,159,166,362,-1046,0
3751478118,9662,8731,-9005,-746,-577,187,160,344,-998,0
3751498107,10150,9545,-8552,-571,-640,105,172,362,-998,0
3751518096,8695,11092,-7765,-246,-441,141,184,368,-1009,0
3751538085,10694,8492,-7615,-197,-719,666,160,362,-998,0
3751558074,8734,9103,-8419,-504,-1082,419,160,362,-959,0
3751578063,8476,9538,-8622,-319,-1049,382,178,362,-973,0
3751598052,8001,8199,-9583,-160,-620,308,166,362,-923,0
3751618041,9634,9858,-8952,-367,-227,45,166,356,-959,0
3751638031,7763,8705,-8942,-294,-270,-133,160,368,-984,0
3751658020,8182,10256,-8841,-315,7,-285,166,338,-959,0
3751678009,8882,10933,-8703,-288,-48,90,160,350,-959,0
3751697998,9226,8145,-8548,-201,-225,66,166,368,-923,0
3751717987,9535,11432,-8355,-225,-150,-51,166,344,-948,0
3751737976,8482,9506,-8490,-52,-64,9,184,362,-948,0
3751757965,8286,8731,-8679,-17,67,-26,172,362,-911,0
3751777954,7744,8712,-8945,-18,204,-101,166,344,-998,0
3751797943,8236,8374,-9584,-19,298,-90,166,356,-959,0
3751817932,8752,8447,-10483,1,326,-89,172,338,-936,0
3751837921,8364,8614,-10530,13,352,-148,172,356,-948,0
3751857910,8340,8944,-10668,11,360,-197,172,338,-959,0
3751877899,8697,9779,-11196,-5,313,-232,184,350,-923,0
3751897888,9124,10697,-11257,-7,205,-266,172,344,-984,0
3751917877,9115,11250,-10598,30,119,-275,178,356,-936,0
3751937866,8625,11419,-10208,108,166,-257,184,350,-923,0
3751957855,8662,11419,-9941,201,328,-235,184,356,-948,0
3751977844,9479,11089,-9272,271,419,-203,190,344,-948,0
3751997833,9529,10657,-8588,322,443,-168,196,350,-936,0
3752017822,9168,10440,-8028,334,461,-137,196,362,-959,0
3752037811,8998,10258,-7835,317,478,-117,196,350,-984,0
3752057800,8974,10042,-7540,272,468,-112,184,362,-998,0
3752077789,9048,9904,-7193,207,389,-123,184,356,-1009,0
3752097778,8976,9727,-7012,141,273,-162,190,344,-984,0
3752117767,8679,9877,-7043,80,191,-230,184,338,-984,0
3752137756,8665,10206,-7180,30,183,-278,190,356,-1009,0
3752157745,8846,10442,-7239,-11,184,-291,196,338,-948,0
3752177734,9163,8418,-7121,-9,155,-278,196,344,-973,0
3752197723,9753,9572,-6892,-41,40,-195,196,350,-959,0
3752217712,8652,12571,-8484,-41,-67,-186,184,344,-959,0
3752237701,8273,11629,-8374,-17,-49,-154,207,362,-984,0
3752257690,7632,11887,-8036,37,34,-157,196,338,-973,0
3752277679,7250,11335,-7812,108,203,-170,201,350,-973,0
3752297668,7898,10592,-7706,121,390,-261,201,356,-1009,0
3752317657,7961,10063,-7979,92,458,-357,201,356,-984,0
3752337646,8655,9426,-8055,34,467,-403,213,344,-984,0
3752357635,9045,9422,-8051,-22,347,-467,213,362,-996,0
3752377624,9087,9823,-7834,-81,196,-497,207,350,-984,0
3752397613,9095,10288,-7751,-106,30,-482,225,338,-959,0
3752417602,8644,10860,-8058,-86,-40,-471,219,350,-934,0
3752437591,8566,11315,-8176,-46,69,-468,231,350,-998,0
3752457580,9156,11609,-8223,-14,249,-453,231,362,-959,0
3752477569,10150,7876,-7531,39,307,-357,243,338,-934,0
3752497558,10417,12102,-7847,31,181,-239,231,338,-984,0
3752517547,9344,14018,-8934,28,67,-132,231,350,-973,0
3752537536,9612,13297,-8634,67,75,-83,231,350,-948,0
3752557525,8635,12850,-7412,148,56,-24,237,350,-948,0
3752577514,9114,12441,-6820,223,141,48,237,350,-959,0
3752597503,8963,12189,-6936,264,211,24,231,338,-998,0
3752617492,8658,11676,-6868,242,344,10,243,362,-996,0
3752637481,9232,10977,-6677,195,377,46,231,374,-1034,0
3752657470,9737,10337,-6385,121,241,65,213,350,-998,0
3752677459,9023,10446,-6460,57,101,47,231,368,-984,0
3752697448,7810,11404,-6826,-1,119,17,219,356,-1009,0
3752717437,8366,11742,-7019,-81,288,-22,225,374,-1009,0
3752737426,9619,8494,-6995,-100,339,-58,225,344,-1021,0
3752757415,9653,8776,-6612,-111,137,8,237,350,-1009,0
3752777404,7363,12868,-8239,-57,-51,90,225,356,-998,0
3752797393,6982,13814,-8884,-16,-53,146,231,356,-984,0
3752817382,7771,12756,-8545,17,97,13,219,356,-998,0
3752837371,8899,11214,-7635,40,145,-84,219,350,-1009,0
3752857360,9166,10807,-7303,54,69,-154,225,362,-998,0
3752877349,8666,10620,-7448,59,65,-183,225,362,-1009,0
3752897338,8167,10137,-7681,70,266,-124,219,350,-998,0
3752917327,8625,9907,-7653,106,503,-130,225,362,-1034,0
3752937316,9067,10279,-6997,137,668,-174,207,344,-1009,0
3752957305,9828,10522,-6284,167,819,-288,231,362,-1046,0
3752977294,11706,10866,-6811,196,790,-312,225,350,-1046,0
3752997283,13362,9758,-7674,293,651,-293,231,350,-1021,0
3753017272,13529,9488,-7848,427,612,-246,219,356,-998,0
3753037261,12037,11751,-7172,698,1038,-110,231,362,-1034,0
3753057250,10361,14437,-6546,1020,1910,74,219,356,-1046,0
3753077239,11989,15780,-5219,1339,2776,163,219,338,-1096,0
3753097229,13999,16061,-3148,1597,3400,131,213,356,-1146,0
3753117218,15208,15420,-2814,1688,3519,178,201,326,-1169,0
3753137207,15027,13079,-3081,1534,3394,402,178,332,-1194,0
3753157196,13123,11074,-3795,1260,3173,479,166,332,-1230,0
3753177185,12547,8888,-4131,1014,2732,423,136,326,-1232,0
3753197174,12136,6445,-3441,776,2057,415,142,302,-1219,0
3753217163,11014,5303,-2309,584,1374,344,124,326,-1230,0
3753237152,10352,5070,-1529,382,943,176,130,302,-1255,0
3753257141,9864,5780,-1742,153,803,44,112,302,-1230,0
3753277130,10262,6556,-3062,-52,875,-45,118,297,-1280,0
3753297119,11134,7335,-4843,-199,751,-4,124,297,-1232,0
3753317108,12031,9244,-5296,-220,465,48,124,297,-1244,0
3753337097,11982,10961,-4860,-273,15,146,100,302,-1255,0
3753357086,12388,12077,-5234,-270,-473,285,130,297,-1255,0
3753377075,12039,12681,-5899,-157,-681,343,112,302,-1219,0
3753397064,10847,12582,-5889,53,-620,424,124,308,-1230,0
3753417053,10271,11878,-4861,293,-390,503,100,291,-1230,0
3753437042,10672,11288,-4327,537,-55,469,106,297,-1230,0
3753457031,11562,11061,-3937,756,348,362,100,302,-1267,0
3753477020,12686,10957,-3095,878,613,273,77,285,-1280,0
3753497009,12907,10693,-2533,930,739,232,89,285,-1280,0
3753516998,13801,10684,-2662,921,669,268,83,285,-1280,0
3753536987,14481,10351,-3027,875,379,323,100,267,-1305,0
3753556976,14244,9939,-3100,818,83,347,83,267,-1280,0
3753576965,14142,9189,-2392,766,-238,379,89,261,-1317,0
3753596954,15697,7957,-2496,651,-485,367,83,249,-1367,0
3753616943,18066,6463,-3628,528,-791,441,65,255,-1342,0
3753636932,20194,4997,-4814,534,-1085,382,71,243,-1353,0
3753656921,18760,3728,-4615,466,-1279,444,83,243,-1342,0
