Timestamp(us), ax, ay, az, gx, gy, gz, mx, my, mz,period
3567039489,14947,1338,-4629,-786,460,43,95,296,-1290,0
3567059478,4740,1083,-17002,5813,2017,-3320,100,273,-1388,0
3567079467,11881,277,-12921,1513,3334,-1579,89,273,-1436,0
3567099456,8262,3432,-10934,-1626,2976,-3835,83,290,-1400,0
3567119445,7701,3945,-6470,-820,2052,-2566,112,296,-1363,0
3567139434,10432,1035,-9253,38,-32,-1083,89,296,-1388,0
3567159423,10916,2931,-11190,2333,-360,-622,106,285,-1400,0
3567179412,9853,2633,-11706,2560,-965,460,112,279,-1425,0
3567199401,8481,576,-10988,2134,-1910,926,112,255,-1400,0
3567219390,10806,1521,-11879,554,-3253,-353,136,243,-1461,0
3567239379,8293,1678,-15756,-2219,-2433,-78,136,243,-1413,0
3567259368,7778,2989,-14850,-935,-1811,535,154,267,-1411,0
3567279357,6915,3375,-13214,-306,-1454,391,166,285,-1450,0
3567299346,6334,2254,-14223,127,-1105,53,172,267,-1413,0
3567319335,5956,1515,-14108,-87,-691,-429,178,279,-1400,0
3567339324,5783,2798,-13884,-123,-297,-587,207,261,-1413,0
3567359313,6141,3226,-14167,66,-187,-468,178,285,-1400,0
3567379302,5268,1482,-15064,-215,-546,-201,195,261,-1413,0
3567399291,5244,3848,-15455,-815,-924,713,201,285,-1400,0
3567419281,4645,3100,-15570,-590,-405,1213,195,273,-1413,0
3567439270,5541,3023,-15106,-57,399,60,184,290,-1351,0
3567459259,5888,3988,-14766,23,385,-110,190,279,-1363,0
3567479248,6650,3148,-14244,48,292,32,184,285,-1400,0
3567499237,7002,3200,-14339,71,233,-32,190,267,-1413,0
3567519226,7433,3349,-14524,64,203,-77,190,267,-1388,0
3567539215,6851,2732,-14319,90,64,-30,190,285,-1400,0
3567559204,4645,143,-15125,23,16,317,190,285,-1438,0
3567579193,6319,1911,-13190,-404,13,1353,166,285,-1388,0
3567599182,7229,7134,-12000,124,-69,462,172,279,-1400,0
3567619171,6434,366,-14202,-197,-127,3,178,267,-1363,0
3567639160,6613,2879,-14714,-181,-18,-142,178,290,-1376,0
3567659149,6352,2735,-14196,145,133,-211,172,279,-1338,0
3567679138,5565,2026,-13520,309,226,-248,166,290,-1363,0
3567699127,6046,3211,-14046,410,134,-470,172,279,-1400,0
3567719116,5293,3455,-13400,444,430,-703,184,291,-1363,0
3567739105,7074,2986,-13951,333,229,-781,172,267,-1376,0
3567759094,7074,3139,-14063,106,13,-669,184,290,-1411,0
3567779083,6819,3768,-14182,-378,-24,-427,190,296,-1413,0
3567799072,6595,4217,-14035,-622,-110,-63,184,279,-1388,0
3567819061,6195,2724,-14005,-270,73,81,195,273,-1400,0
3567839050,6602,3225,-14382,143,113,81,178,273,-1400,0
3567859039,6945,2990,-14728,198,45,46,190,273,-1400,0
3567879028,6942,3014,-14337,64,63,-18,184,296,-1413,0
3567899017,6564,3004,-14243,137,8,-58,207,267,-1376,0
3567919006,6380,3289,-14312,348,-74,13,190,285,-1413,0
3567938995,7144,3860,-14330,261,-41,49,184,267,-1400,0
3567958984,7477,3315,-14385,130,-65,-48,184,296,-1413,0
3567978973,7162,2663,-14622,235,-195,-28,195,285,-1425,0
3567998962,6613,2790,-14043,316,-208,17,184,255,-1400,0
3568018951,6334,2764,-14020,399,-230,172,184,261,-1413,0
3568038940,6210,2675,-14665,250,-162,113,190,279,-1436,0
3568058929,6158,2404,-14860,92,72,-111,178,255,-1436,0
3568078918,6196,3085,-14432,-142,216,-165,184,273,-1425,0
3568098907,6163,3468,-14230,-107,170,-100,184,273,-1400,0
3568118896,6441,3511,-13290,137,140,101,190,273,-1450,0
3568138885,6060,2509,-13830,-77,284,108,201,267,-1351,0
3568158874,6736,2777,-13850,275,80,102,190,285,-1413,0
3568178863,7409,2487,-14128,258,-228,121,178,279,-1413,0
3568198852,7031,2327,-14601,-51,-267,138,178,261,-1413,0
3568218841,6480,2605,-14670,-221,36,104,184,279,-1388,0
3568238830,6375,2760,-14872,-92,297,42,166,279,-1425,0
3568258819,6913,2630,-15151,82,243,24,172,273,-1436,0
3568278808,7911,1663,-15894,-53,314,-205,172,279,-1413,0
3568298797,8183,2101,-16124,-292,532,-426,172,261,-1425,0
3568318786,7781,2912,-15152,-109,452,-324,166,267,-1400,0
3568338775,7554,2929,-15036,305,100,16,178,261,-1450,0
3568358764,7606,3323,-14787,643,-100,425,184,273,-1436,0
3568378753,8138,3940,-14887,984,-308,764,172,267,-1450,0
3568398742,8166,3198,-14607,985,-468,726,184,249,-1450,0
3568418731,6409,672,-13341,985,-628,345,172,249,-1438,0
3568438720,5921,2350,-13382,488,-574,22,178,243,-1486,0
3568458709,6465,2930,-13771,-270,-682,-245,184,261,-1413,0
3568478698,6109,993,-14010,-731,-451,-130,190,267,-1450,0
3568498687,6991,1423,-13786,-324,-324,-4,201,237,-1450,0
3568518676,6127,1690,-14046,167,-342,-475,190,237,-1438,0
3568538665,5681,646,-13665,66,-100,-297,201,255,-1461,0
3568558654,5192,-176,-13132,70,-173,-215,201,249,-1461,0
3568578643,2346,-3855,-13432,73,-598,-114,213,261,-1461,0
3568598632,1211,-1997,-14833,223,-671,39,219,225,-1461,0
3568618621,2301,-415,-15012,231,-237,98,225,237,-1450,0
3568638610,4507,3268,-15018,451,-43,-218,213,249,-1438,0
3568658599,5759,3051,-15733,485,-61,-709,231,249,-1450,0
3568678588,5419,374,-16236,349,-254,-328,225,243,-1461,0
3568698577,5036,1494,-15714,-32,83,-28,219,237,-1450,0
3568718566,4260,2408,-15591,-477,363,152,225,237,-1461,0
3568738555,4519,2660,-14443,-79,174,511,225,219,-1475,0
3568758544,5451,2077,-14111,417,-200,626,207,249,-1473,0
3568778533,5568,1367,-14823,652,-608,607,207,243,-1450,0
3568798522,4560,-500,-15333,732,-805,292,219,225,-1461,0
3568818511,4322,-525,-14902,664,-617,-126,213,207,-1450,0
3568838500,3245,-1323,-15233,187,-295,-532,225,237,-1461,0
3568858489,3138,-1277,-14779,49,-60,-740,237,213,-1486,0
3568878479,5845,1420,-14484,182,53,-160,225,231,-1475,0
3568898468,6792,2181,-15514,-614,249,246,249,225,-1473,0
3568918457,7160,2173,-16303,-1332,751,634,219,237,-1475,0
3568938446,5764,633,-15870,-872,1015,937,231,237,-1500,0
3568958435,5629,431,-15768,-278,451,605,213,243,-1461,0
3568978424,6294,2201,-15697,45,-216,351,195,249,-1450,0
3568998413,5260,1320,-15576,114,-463,200,195,237,-1500,0
3569018402,5541,2378,-14599,79,-603,93,207,255,-1436,0
3569038391,5048,1253,-13706,564,-719,480,219,231,-1475,0
3569058380,3451,11,-14680,503,-279,827,207,249,-1486,0
3569078369,3391,-392,-15570,79,57,441,201,237,-1438,0
3569098358,3567,-365,-15435,-222,127,-60,207,231,-1425,0
3569118347,3629,-300,-14049,-419,345,-441,207,243,-1486,0
3569138336,5017,611,-13828,-366,516,-664,201,231,-1475,0
3569158325,5542,1549,-15154,-384,253,-901,195,249,-1400,0
3569178314,6175,1897,-16488,-361,-145,-770,207,255,-1461,0
3569198303,5622,1593,-16175,-139,110,-475,213,243,-1425,0
3569218292,5257,1672,-15287,17,228,-162,213,249,-1475,0
3569238281,4750,1456,-14968,46,-15,-217,201,243,-1413,0
3569258270,4485,2492,-15268,191,-250,71,213,237,-1436,0
3569278259,3198,881,-14759,70,-375,312,201,255,-1450,0
3569298248,3575,-104,-14791,94,-219,-144,225,231,-1425,0
3569318237,4238,1936,-15102,144,113,-161,213,237,-1450,0
3569338226,4652,2251,-14951,-37,363,101,219,225,-1450,0
3569358215,5097,1753,-14879,-85,444,239,207,243,-1438,0
3569378204,5003,1311,-14758,-84,374,245,207,237,-1450,0
3569398193,5132,449,-14743,-55,309,367,207,237,-1486,0
3569418182,5515,574,-14765,-66,150,163,207,237,-1450,0
3569438171,5597,388,-14805,-51,-47,2,213,237,-1450,0
3569458160,5198,6,-15112,116,-139,108,213,249,-1436,0
3569478149,4899,-186,-15512,349,-293,276,213,243,-1461,0
3569498138,4628,1269,-15757,407,-127,181,195,249,-1461,0
3569518127,5751,3447,-15203,-58,139,42,201,225,-1450,0
3569538116,5583,901,-14765,-206,315,-158,207,231,-1475,0
3569558105,5415,1018,-15090,131,98,-33,195,219,-1486,0
3569578094,5394,1063,-14803,133,66,-10,184,255,-1500,0
3569598083,5262,855,-14306,93,104,-31,184,243,-1461,0
3569618072,5560,734,-14461,72,134,-26,207,219,-1436,0
3569638061,5401,705,-14676,53,118,-22,201,249,-1475,0
3569658050,5286,579,-14719,30,125,-3,195,237,-1425,0
3569678039,5361,687,-14846,6,114,22,213,237,-1475,0
3569698028,5412,973,-15018,-9,86,-4,201,237,-1438,0
3569718017,4972,1052,-15057,-7,52,-20,201,225,-1475,0
3569738006,5073,1040,-14852,15,88,-31,201,231,-1461,0
3569757995,4900,854,-15000,33,114,-50,207,249,-1425,0
3569777984,5125,825,-15208,44,184,-66,207,243,-1450,0
3569797973,5466,1033,-15341,60,202,-66,184,231,-1475,0
3569817962,5098,978,-15429,92,239,-77,207,237,-1475,0
3569837951,4304,796,-15774,137,477,-107,195,237,-1475,0
3569857940,3758,669,-16219,212,1043,-156,190,255,-1486,0
3569877929,5880,826,-15037,310,1553,-172,184,225,-1475,0
3569897918,8484,952,-13574,364,1535,-173,166,231,-1475,0
3569917907,8528,752,-13240,391,1247,-171,154,219,-1486,0
3569937896,7051,393,-13480,420,1312,-199,166,237,-1511,0
3569957885,6169,285,-13086,476,1993,-271,154,237,-1475,0
3569977874,7753,52,-11792,472,2850,-334,142,207,-1461,0
3569997863,10454,27,-11309,406,3198,-337,112,201,-1486,0
3570017852,10983,-255,-11291,355,3153,-363,112,213,-1475,0
3570037841,10671,-275,-9730,351,3212,-459,71,231,-1461,0
3570057830,12671,508,-7020,361,3239,-569,41,219,-1475,0
3570077819,14256,1701,-4508,361,2977,-637,29,219,-1438,0
3570097808,14981,2387,-2862,315,2526,-627,0,213,-1475,0
3570117797,14770,2429,-3025,242,1846,-522,17,201,-1450,0
3570137786,13706,2642,-3519,205,1141,-471,17,195,-1413,0
3570157775,12491,2794,-4527,121,648,-587,-6,225,-1425,0
3570177764,10951,2249,-5481,-135,779,-785,-6,225,-1413,0
3570197753,12003,2265,-5485,-218,1152,-1029,-6,213,-1413,0
3570217742,13423,2457,-4375,-213,1329,-1262,-6,225,-1376,0
3570237731,13481,2229,-3648,-242,1358,-1410,0,243,-1388,0
3570257720,13522,1692,-4195,-296,1363,-1514,-6,231,-1363,0
3570277709,14848,1393,-5186,-431,1202,-1604,0,249,-1315,0
3570297698,16158,1461,-6319,-585,638,-1661,-6,249,-1351,0
3570317687,16055,1177,-6921,-741,37,-1735,17,255,-1338,0
3570337677,14898,1966,-6301,-871,-463,-1818,29,285,-1290,0
3570357666,13513,3405,-5470,-950,-909,-1767,41,290,-1265,0
3570377655,13052,4346,-6105,-918,-1283,-1558,53,302,-1276,0
3570397644,11717,4277,-7145,-827,-1413,-1403,71,285,-1253,0
3570417633,10363,4262,-8170,-815,-1216,-1411,95,308,-1253,0
3570437622,10612,5101,-8222,-793,-995,-1475,112,314,-1228,0
3570457611,10744,5971,-7437,-751,-973,-1572,130,338,-1253,0
3570477600,11210,6928,-6791,-672,-1133,-1639,142,314,-1215,0
3570497589,11084,7643,-6788,-578,-1452,-1637,154,314,-1215,0
3570517578,10706,8302,-7416,-571,-1715,-1624,166,350,-1192,0
3570537567,9936,8850,-7940,-624,-1818,-1632,190,362,-1155,0
3570557556,8851,9595,-8230,-701,-1561,-1674,213,356,-1178,0
3570577545,8155,10794,-8190,-774,-1020,-1666,231,350,-1142,0
3570597534,8230,11788,-7699,-782,-424,-1591,231,350,-1142,0
3570617523,9085,12637,-6572,-716,86,-1520,231,362,-1142,0
3570637512,9765,13078,-5979,-629,382,-1461,261,368,-1094,0
3570657501,9818,13100,-6240,-543,440,-1386,261,368,-1094,0
3570677490,9735,12854,-6306,-444,245,-1270,273,386,-1080,0
3570697479,8968,12868,-5527,-334,80,-1177,255,380,-1105,0
3570717468,8014,12734,-5209,-204,40,-1066,273,368,-1055,0
3570737457,7306,12509,-5388,-97,83,-966,291,380,-1007,0
3570757446,6974,11786,-5466,-18,219,-886,296,380,-1055,0
3570777435,6285,11384,-5072,-36,419,-905,296,391,-1032,0
3570797424,5768,11424,-4551,-52,636,-960,279,380,-982,0
3570817413,5613,11632,-4286,-69,696,-975,285,403,-1007,0
3570837402,5479,11676,-4667,-70,591,-929,296,397,-1007,0
3570857391,4586,11896,-4635,-93,489,-882,302,415,-1044,0
3570877380,3688,12307,-3645,-137,472,-871,290,409,-1044,0
3570897369,3688,12307,-3645,-166,512,-887,296,403,-994,0
3570917358,3258,13421,-3324,-166,512,-887,291,421,-994,0
3570937347,2983,14112,-3902,-159,488,-858,291,421,-994,0
3570957336,2432,14302,-5129,-127,364,-799,279,439,-971,0
3570977325,1489,14922,-5333,-187,355,-790,291,457,-946,0
3570997314,1440,16615,-4244,-309,523,-849,285,469,-896,0
3571017303,2079,17785,-4444,-341,604,-887,273,475,-896,0
3571037292,2250,18402,-5301,-295,450,-825,249,481,-848,0
3571057281,1603,18046,-5826,-272,240,-739,267,510,-859,0
3571077270,1510,18800,-5098,-312,204,-660,285,522,-811,0
3571097259,2133,19823,-4871,-212,148,-596,267,552,-798,0
3571117248,2652,20060,-6116,-180,135,-499,243,558,-750,0
3571137237,1870,19632,-6273,-178,26,-392,243,552,-750,0
3571157226,1385,19235,-5208,-177,-14,-323,267,587,-711,0
3571177215,2077,19096,-4669,-152,-40,-225,261,599,-688,0
3571197204,2954,18753,-5446,-141,-153,-84,243,635,-688,0
3571217193,1984,18451,-4846,-212,-213,-69,219,635,-663,0
3571237182,1069,18169,-3599,-268,-111,-63,219,659,-601,0
3571257171,1717,18380,-2989,-249,-67,30,225,682,-650,0
3571277160,2442,18784,-2849,-186,-109,88,225,688,-613,0
3571297149,2768,18673,-2830,-87,-215,125,201,694,-576,0
3571317138,2622,18251,-3429,27,-418,146,178,694,-565,0
3571337127,1815,17730,-3844,95,-561,119,160,706,-576,0
3571357116,1423,17341,-3328,90,-503,88,178,724,-565,0
3571377105,1494,16930,-3043,106,-378,73,190,736,-565,0
3571397094,1825,16746,-3331,131,-328,90,172,736,-576,0
3571417083,1797,16484,-4083,118,-369,108,160,742,-565,0
3571437072,766,16780,-3632,21,-336,81,142,730,-601,0
3571457061,895,17814,-3216,-55,-181,54,154,736,-601,0
3571477050,1651,18148,-3936,-66,-146,67,160,742,-588,0
3571497039,1191,18097,-3518,-105,-251,73,136,724,-588,0
3571517028,1374,18550,-2885,-106,-329,77,124,730,-588,0
3571537017,2917,18584,-4296,-88,-360,86,142,742,-588,0
3571557006,2718,17881,-5229,-138,-507,63,142,730,-576,0
3571576995,1852,17499,-3950,-208,-756,87,142,730,-551,0
3571596984,1760,17045,-3322,-195,-917,163,124,712,-576,0
3571616973,2037,16569,-3340,-100,-993,236,112,688,-601,0
3571636962,2193,15889,-3444,-12,-1022,258,136,688,-601,0
3571656951,2049,15095,-3727,-14,-969,258,124,665,-626,0
3571676940,1519,14572,-4004,-75,-860,252,160,677,-588,0
3571696929,1720,14495,-3428,-188,-790,293,124,647,-638,0
3571716918,1414,14742,-2943,-268,-670,296,106,641,-638,0
3571736907,1148,14943,-2536,-264,-508,259,118,629,-588,0
3571756896,1515,14672,-2733,-207,-350,193,118,617,-650,0
3571776885,1964,14394,-3598,-141,-322,120,148,641,-626,0
3571796875,2461,14455,-3691,-124,-521,99,112,629,-588,0
3571816864,1868,14552,-3912,-138,-775,109,118,587,-638,0
3571836853,398,14776,-4189,-180,-799,79,118,617,-613,0
3571856842,780,15857,-4106,-220,-616,79,124,605,-601,0
3571876831,1606,16733,-4677,-188,-548,113,142,599,-601,0
3571896820,2214,18163,-5757,-116,-703,195,118,599,-613,0
3571916809,2775,20123,-6967,56,-1143,313,112,593,-626,0
3571936798,2420,20863,-6785,341,-1696,405,118,605,-638,0
3571956787,1158,20585,-6533,659,-2052,457,106,593,-650,0
3571976776,-258,20828,-7270,890,-1919,367,106,599,-688,0
3571996765,-1040,20358,-8253,1165,-1467,372,124,570,-725,0
3572016754,16,19651,-7754,1463,-1030,557,112,546,-773,0
3572036743,2290,18775,-7174,1657,-772,800,124,564,-786,0
3572056732,4093,17894,-6925,1781,-710,909,130,552,-848,0
3572076721,3566,16353,-6824,1909,-810,876,160,528,-896,0
3572096710,2408,14849,-7432,1958,-789,820,142,504,-932,0
3572116699,1807,13857,-7762,1899,-506,744,136,498,-994,0
3572136688,2706,12869,-7122,1759,-184,718,142,492,-994,0
3572156677,3633,11603,-6975,1614,-130,746,178,475,-1044,0
3572176666,3027,10670,-7353,1465,-189,723,172,469,-1080,0
3572196655,2143,9489,-7584,1314,-157,682,172,469,-1128,0
3572216644,3125,8699,-7452,1131,28,665,160,445,-1117,0
3572236633,4623,8811,-7150,912,95,642,172,445,-1142,0
3572256622,5096,9083,-8040,772,-94,623,184,451,-1155,0
3572276611,4198,8619,-9127,747,-320,617,178,427,-1178,0
3572296600,3667,8172,-9289,657,-298,612,190,439,-1192,0
3572316589,4533,8950,-9005,496,-136,619,178,433,-1203,0
3572336578,4784,9379,-9514,427,-31,638,184,415,-1178,0
3572356567,3449,9591,-9682,336,161,516,195,427,-1217,0
3572376556,2949,9774,-9873,337,337,386,160,421,-1215,0
3572396545,3470,9292,-10005,342,531,305,166,415,-1253,0
3572416534,4143,8906,-10197,387,541,138,178,403,-1228,0
3572436523,4332,8818,-10258,305,612,225,178,415,-1215,0
3572456512,6006,8922,-9381,57,750,471,166,421,-1228,0
3572476501,5933,8949,-9729,40,328,403,172,409,-1228,0
3572496490,5138,9444,-10544,66,128,381,166,433,-1192,0
3572516479,5154,9078,-10198,142,116,287,166,391,-1217,0
3572536468,5745,8439,-10320,171,27,163,154,421,-1228,0
3572556457,4760,8040,-11357,167,203,38,154,409,-1228,0
3572576446,5606,9019,-11126,-49,476,-8,178,427,-1192,0
3572596435,6399,9650,-10911,-17,239,50,154,403,-1228,0
3572616424,7114,9229,-11018,38,-55,158,160,391,-1215,0
3572636413,6515,8475,-11201,124,-255,232,154,403,-1192,0
3572656402,6073,9310,-11289,115,-294,232,142,403,-1265,0
3572676391,6497,9582,-11543,15,-343,276,148,391,-1228,0
3572696380,6195,8650,-11746,10,-406,296,160,397,-1265,0
3572716369,5923,8572,-11601,-26,-392,284,148,391,-1215,0
3572736358,6072,8843,-11800,-411,-468,211,142,409,-1215,0
3572756347,6335,9790,-11841,-444,-371,18,154,403,-1253,0
3572776336,5927,10002,-11518,-177,-401,50,160,421,-1178,0
3572796325,5370,9593,-11298,-42,-348,206,148,403,-1203,0
3572816314,5360,9098,-11399,-36,-158,245,160,391,-1215,0
3572836303,5483,9279,-11673,-8,-81,244,160,397,-1203,0
3572856292,5408,9502,-11698,-72,-14,221,154,403,-1178,0
3572876281,4987,9068,-11590,-117,80,156,148,409,-1203,0
3572896270,4736,9826,-11384,-81,183,94,166,391,-1215,0
3572916259,5162,9751,-11587,39,137,158,160,380,-1215,0
3572936248,5360,9253,-11631,81,42,212,142,403,-1178,0
3572956237,5319,8878,-11194,88,43,201,136,421,-1217,0
3572976226,5469,8640,-11057,79,-13,124,154,403,-1215,0
3572996215,5294,9097,-11307,-6,-150,141,124,409,-1215,0
3573016204,6856,9209,-11618,19,-307,417,148,391,-1203,0
3573036193,6993,9482,-11587,289,-329,1346,136,421,-1215,0
3573056182,4397,8500,-11245,379,-288,1262,112,397,-1265,0
3573076171,5038,8062,-11654,161,-509,387,118,403,-1203,0
3573096160,6327,8664,-12358,83,-583,462,100,386,-1215,0
3573116149,5780,8037,-12310,87,-390,501,106,391,-1215,0
3573136138,5099,7915,-12045,-63,-262,42,100,391,-1240,0
3573156127,5734,8369,-12115,-184,-185,-154,118,397,-1240,0
3573176116,6085,8956,-12062,-189,-98,-129,124,386,-1203,0
3573196105,6564,8932,-12030,-159,-5,-140,106,380,-1240,0
3573216094,6884,9003,-12199,-116,55,-109,112,380,-1240,0
3573236083,5942,9360,-12100,-100,112,-112,118,415,-1203,0
3573256072,6273,8844,-12112,-20,124,-99,124,409,-1215,0
3573276062,5784,8862,-11986,63,17,-156,124,397,-1215,0
3573296051,6039,9232,-11832,107,179,-212,118,386,-1240,0
3573316040,5628,9163,-12090,320,464,-540,112,403,-1240,0
3573336029,6599,8644,-12006,245,534,-500,130,380,-1215,0
3573356018,5790,8999,-11902,6,477,-266,118,397,-1192,0
3573376007,7037,9309,-11358,-52,546,-203,148,386,-1228,0
3573395996,5993,8748,-11369,24,245,193,136,397,-1228,0
3573415985,6322,9177,-11323,-4,145,103,112,391,-1217,0
3573435974,5641,8954,-11926,-61,42,-49,130,427,-1203,0
3573455963,5355,9412,-12185,-3,-15,-201,118,403,-1215,0
3573475952,6186,10158,-11582,125,-149,-689,124,403,-1253,0
3573495941,6280,9219,-11618,123,-261,-752,136,391,-1228,0
3573515930,5344,8233,-11830,-2,-97,-235,136,368,-1240,0
3573535919,5433,8972,-11942,-54,49,17,142,415,-1203,0
3573555908,6029,9151,-12015,90,42,105,142,409,-1240,0
3573575897,5988,8916,-11744,149,-36,44,148,403,-1265,0
3573595886,5651,8639,-11884,-15,-79,-57,130,386,-1265,0
3573615875,5718,8589,-12089,-234,-53,-40,142,403,-1228,0
3573635864,5521,8832,-12035,-312,-18,81,130,397,-1203,0
3573655853,5760,9135,-11846,-215,19,286,148,397,-1192,0
3573675842,6090,9073,-11696,-114,70,389,136,409,-1203,0
3573695831,6689,9044,-11896,-14,79,245,130,409,-1228,0
3573715820,5863,9163,-11789,17,76,-32,130,403,-1203,0
3573735809,4964,9103,-11375,-1,60,-207,112,421,-1167,0
3573755798,4505,9022,-11237,-22,30,-76,124,415,-1203,0
3573775787,4940,8776,-11215,-19,20,89,142,421,-1240,0
3573795776,5503,8319,-11339,-92,83,160,130,397,-1203,0
3573815765,5219,9124,-11094,-106,38,7,136,415,-1192,0
3573835754,5125,9576,-10731,-144,-55,-59,130,421,-1192,0
3573855743,5337,9007,-10779,-222,-142,-34,124,421,-1167,0
3573875732,5390,8476,-10970,-358,-135,-30,148,421,-1192,0
3573895721,5447,8472,-11426,-411,-173,-49,136,415,-1178,0
3573915710,5239,9474,-11261,-404,-260,-98,136,403,-1167,0
3573935699,5429,9385,-11157,-447,-274,35,130,433,-1142,0
3573955688,6292,8157,-11478,-587,-277,12,142,433,-1178,0
3573975677,6875,7720,-11470,-724,-285,-198,136,427,-1155,0
3573995666,6523,8367,-10818,-700,-176,-346,142,415,-1117,0
3574015655,9699,8889,-9252,-534,186,-650,142,445,-1080,0
3574035644,1248,9550,-9265,50,-88,-2368,160,421,-1105,0
3574055633,1136,10381,-8458,-12,679,-952,178,445,-1153,0
3574075622,5215,7658,-7470,-127,1838,-648,184,433,-1117,0
3574095611,5793,9125,-6858,-234,2086,-927,166,409,-1117,0
3574115600,6803,8972,-5936,-294,1934,-869,154,433,-1105,0
3574135589,7312,9012,-5762,-415,1645,-829,160,463,-1130,0
3574155578,6708,9102,-6228,-591,1413,-893,160,457,-1130,0
3574175567,5775,9508,-6765,-802,1257,-983,172,463,-1080,0
3574195556,5386,9808,-7091,-974,1048,-946,160,451,-1080,0
3574215545,5011,10206,-7306,-1082,857,-927,172,457,-1055,0
3574235534,4645,11024,-7320,-1146,872,-949,160,481,-1019,0
3574255523,4605,11633,-7477,-1149,1052,-990,172,492,-982,0
3574275512,4783,12048,-7563,-1152,1207,-1054,166,481,-957,0
3574295501,4924,12670,-7018,-1126,1326,-1114,160,486,-909,0
3574315490,5426,13511,-7111,-1054,1354,-1131,160,498,-871,0
3574335479,5321,14208,-7819,-973,1240,-1078,172,516,-823,0
3574355468,4785,14344,-7742,-869,1168,-1041,166,534,-786,0
3574375457,4219,14858,-7007,-774,1248,-1066,178,552,-823,0
3574395446,4571,15545,-6324,-678,1377,-1027,166,546,-798,0
3574415435,5324,15870,-6144,-541,1359,-903,148,558,-736,0
3574435424,5287,16287,-6623,-419,1247,-819,166,570,-711,0
3574455413,4866,16557,-6605,-356,1166,-706,172,587,-711,0
3574475402,4442,16898,-5573,-323,1099,-594,148,611,-663,0
3574495391,3899,17096,-4790,-215,1015,-482,148,617,-663,0
3574515380,4082,17358,-4678,-83,943,-366,142,641,-588,0
3574535369,3771,17501,-4829,-16,880,-291,166,647,-613,0
3574555358,2905,17786,-4369,16,857,-245,148,671,-601,0
3574575347,2318,17883,-3480,102,855,-199,136,700,-551,0
3574595336,2238,17706,-3225,176,813,-155,106,712,-565,0
3574615325,2576,17588,-3076,150,735,-135,112,706,-540,0
3574635314,3127,17736,-2678,97,620,-147,112,730,-478,0
3574655303,3202,17661,-2463,101,388,-156,124,748,-540,0
3574675292,3315,17741,-2237,104,141,-106,100,766,-526,0
3574695281,3346,17791,-2693,84,-75,-24,89,772,-515,0
3574715270,2980,17670,-3357,69,-150,-5,95,789,-503,0
3574735260,2611,17350,-3378,79,-170,-4,83,795,-478,0
3574755249,2829,16942,-3008,122,-230,29,83,789,-490,0
3574775238,2864,16700,-3148,162,-236,89,71,825,-551,0
3574795227,2370,16706,-2514,130,-135,90,47,819,-478,0
3574815216,2840,16905,-2070,148,5,37,47,837,-503,0
3574835205,2993,16804,-2417,147,184,-1,65,855,-478,0
3574855194,3074,17527,-2601,52,347,47,71,861,-478,0
3574875183,4866,16440,-2413,36,609,71,71,831,-503,0
3574895172,5369,15723,-2248,171,671,-24,47,843,-503,0
3574915161,4296,14707,-3273,233,835,-224,65,849,-503,0
3574935150,4903,14643,-5522,104,792,-188,89,849,-503,0
3574955139,3189,14921,-5997,-6,587,-115,89,884,-515,0
3574975128,3872,15387,-4067,-73,526,-3,83,861,-478,0
3574995117,3669,16777,-2675,-114,232,64,89,855,-465,0
3575015106,3263,17408,-1256,-84,76,74,59,843,-453,0
3575035095,3919,17800,-1059,-28,200,32,100,873,-442,0
3575055084,3265,18636,-1746,48,194,-5,100,867,-453,0
3575075073,2347,18379,-3084,143,10,12,83,867,-490,0
3575095062,2922,18224,-4413,200,-125,112,83,831,-478,0
3575115051,4294,19691,-3841,238,-117,226,95,849,-490,0
3575135040,4235,20472,-2543,389,-206,283,100,837,-526,0
3575155029,4478,19276,-4099,606,-265,312,106,825,-565,0
3575175018,4845,17706,-5998,671,-277,337,95,789,-613,0
3575195007,4483,16965,-5746,644,-289,220,77,783,-626,0
3575214996,4539,17543,-5377,574,-292,212,100,772,-700,0
3575234985,4997,17482,-5436,536,-427,268,112,748,-700,0
3575254974,3974,18181,-4717,606,-593,247,112,736,-750,0
3575274963,4513,17947,-5586,744,-564,277,112,712,-798,0
3575294952,4940,17020,-6555,861,-630,310,112,694,-848,0
3575314941,4676,16838,-7069,899,-611,314,148,671,-848,0
3575334930,5207,16630,-6966,930,-539,349,136,647,-921,0
3575354919,5652,16219,-6536,1009,-510,345,160,641,-994,0
3575374908,4856,15702,-7086,1084,-562,348,148,611,-1019,0
3575394897,5067,14948,-7687,1103,-539,407,160,581,-1069,0
3575414886,5624,14272,-7742,1080,-580,498,178,546,-1069,0
3575434875,5503,13638,-8220,1071,-597,523,207,552,-1105,0
3575454864,5279,13351,-8172,1074,-530,534,207,522,-1105,0
3575474853,5646,12801,-8425,1069,-380,527,201,492,-1167,0
3575494842,5083,12467,-8661,1050,-353,536,190,475,-1178,0
3575514831,4690,11861,-8048,1049,-348,604,201,475,-1167,0
3575534820,4805,10456,-8677,1052,-219,659,219,457,-1240,0
3575554809,4949,7677,-10556,936,-213,741,231,457,-1240,0
3575574798,5658,6595,-10943,666,-328,910,219,427,-1276,0
3575594787,5476,7164,-9782,533,-325,960,201,409,-1290,0
