Timestamp(us), w, x, y, z
3891621093,0.51849158208815238,-0.60968080379494782,0.47771168877374898,0.36228074637855628
3891641082,0.51452183000608986,-0.61139781356555145,0.47710428381587805,0.36582988174694769
3891661071,0.51033769745653768,-0.61384814693466372,0.47576288400120376,0.36931770234649763
3891681060,0.50593247959811172,-0.61656508646612174,0.47413974372004308,0.37292267786207645
3891701049,0.50071083952257223,-0.61904844620136079,0.47298358319147915,0.37729856409961454
3891721038,0.4949235820188278,-0.62102362993900473,0.47263826445911655,0.38209078762528281
3891741027,0.48831250158156497,-0.62342839346778733,0.47259992953868751,0.38670045981011625
3891761016,0.48104105663618535,-0.6261542935357769,0.47183964852437221,0.39229790796976149
3891781005,0.4732488838017167,-0.63043806799578861,0.46924425853345075,0.39798638448514628
3891800994,0.46239762921983429,-0.63740929306245964,0.46423181259635093,0.40544623537899394
3891820983,0.45108908743143772,-0.64404614353520806,0.45830357812226308,0.41434409670952199
3891840972,0.44430354908414976,-0.64765480878607384,0.45335225216168579,0.42143723184767368
3891860961,0.44225417303701509,-0.6489370004306183,0.45020233678828514,0.4249822018082936
3891880950,0.44039699518406478,-0.65032384274264965,0.44810073270915046,0.42700716567617775
3891900939,0.4365858369474665,-0.65240266994348339,0.44560367911939636,0.43034976981840312
3891920928,0.43219492773272611,-0.65501773352165238,0.44255806824067589,0.43393740268539022
3891940917,0.42828693288267372,-0.65710404156410218,0.44088180913875236,0.43635743611472411
3891960906,0.42577950027785266,-0.65850920559198911,0.44094223951807482,0.43663186404857618
3891980895,0.42372987321794836,-0.66037174238901386,0.44158271543418687,0.43516302902081344
3892000885,0.42076104078834398,-0.66281174704830537,0.44176240921478921,0.43415055952310821
3892020874,0.41685352304693668,-0.66569392181505527,0.44118730159969127,0.43409504453406433
3892040863,0.41378716451418945,-0.66821613690275317,0.44087163760517439,0.43347384698664349
3892060852,0.41251286442928603,-0.66838456112953237,0.44182958571190684,0.43345337963115804
3892080841,0.4132159030545095,-0.66801760106141461,0.44268546956664584,0.43247505959252391
3892100830,0.41284552964797772,-0.66880670104690532,0.44365991645917074,0.43060659982387373
3892120819,0.41186836054206516,-0.67000065746310711,0.44436417196166106,0.42895693870157042
3892140808,0.411768638088928,-0.67032388240638552,0.44527260448428546,0.42760354191447103
3892160797,0.41232887452758299,-0.67064582216682356,0.44662847396559813,0.42513772672413236
3892180786,0.41299907813739217,-0.67152855288261248,0.44723734368246099,0.42244517104223706
3892200775,0.41409310715977299,-0.67219056055929782,0.44713862973763469,0.42042097318532096
3892220764,0.41594926230640356,-0.67245181687486333,0.44612063894316556,0.41925068953717387
3892240753,0.41752192539212035,-0.67277950900789174,0.44451503273735704,0.41886699529380828
3892260742,0.41840347345349899,-0.67310777248283737,0.44313412370730776,0.41892315337230585
3892280731,0.41937629703624357,-0.67285455747975487,0.44251704030152794,0.41900946887351781
3892300720,0.42072903150870739,-0.67201092055917422,0.44273912398028115,0.41877257884456753
3892320709,0.42093312048004788,-0.67211739433513529,0.44343179707215497,0.417662253095054
3892340698,0.41943823914993406,-0.67297812367070897,0.444688292756657,0.41644247007794999
3892360687,0.41908668092845408,-0.67361405020486431,0.44549932169891032,0.41489856543591647
3892380676,0.41932741556279662,-0.67394417172103338,0.44656520278058853,0.4129688748879361
3892400665,0.41953889431788371,-0.67433754515871436,0.44766304054146666,0.41091823210587236
3892420654,0.41950771831461547,-0.67479511579660578,0.44879347173190043,0.40896117872279569
3892440643,0.41895872496440451,-0.67553082117938057,0.44986476443459883,0.40712822320875153
3892460632,0.41786114463557639,-0.67678892977445504,0.45023476027454595,0.40575543000570674
3892480621,0.41638558247360857,-0.67848748278406446,0.45031759895886703,0.40434124509055286
3892500610,0.4144555514560827,-0.68095676827228924,0.450863322645358,0.40155540079120094
3892520599,0.41255887345062581,-0.68318600050000267,0.45202341891778336,0.39840543847673432
3892540588,0.41091359185126081,-0.68475408848893338,0.45377186113971996,0.39541491672340862
3892560577,0.40859705990894857,-0.68702755681533068,0.45588866934177391,0.39141678550607339
3892580566,0.40559312739137832,-0.68961225209693278,0.45847797140608171,0.38694587025324589
3892600555,0.40280927913982734,-0.69229883468768838,0.46141027998304268,0.38153317241740797
3892620544,0.39950704823575695,-0.6954766894492086,0.4646802846607806,0.37520464534743908
3892640533,0.39507924962298335,-0.69881705713257503,0.46814017554366816,0.36933979371285092
3892660522,0.38905351412930145,-0.70333489849037223,0.47162077598702468,0.36267234160682271
3892680511,0.38218585724088761,-0.70900948544136189,0.47462946884674617,0.35491743741534992
3892700500,0.37398059268702388,-0.71528297272222263,0.47751764250155304,0.34711048144197776
3892720489,0.36482482191337157,-0.72237393512761605,0.47986050189158652,0.33884014798791778
3892740478,0.35479126765603219,-0.73043103130908438,0.48147186503381928,0.32981586995872231
3892760467,0.34387624109676435,-0.73962891397779484,0.48253946712707135,0.3191455202284843
3892780456,0.3318927178784678,-0.74934937766923471,0.48324215568046597,0.30789568522353578
3892800445,0.31935931195678813,-0.75925406634160497,0.48339511821314163,0.29643220523068581
3892820434,0.3064849543013306,-0.76936099440014849,0.48341841884313208,0.28364989935787421
3892840423,0.29355865833563538,-0.77939930781270006,0.48360907787876201,0.2692253570719505
3892860412,0.27989147955721477,-0.78929641788633531,0.48418535874909624,0.25344913248240147
3892880401,0.2660807961886163,-0.79885378745414992,0.48517558781129699,0.2358776911065445
3892900390,0.25179593246334325,-0.80848595626933384,0.48580077196885413,0.21667227987133386
3892920379,0.23682060250925038,-0.81791300383858312,0.48580779851258643,0.19729445831866554
