Timestamp(us), yaw, pitch, roll
3295528717,-10.047942971046806,45.630762154328217,-137.69903127997105
3295548706,-8.7613677553205918,48.027995641374794,-136.4356865689268
3295568695,-7.4124625886267257,50.337117651868766,-135.17967685719503
3295588684,-5.7564413309480154,52.621749946601575,-133.61097723294347
3295608673,-4.0364349324302804,54.773919994691752,-131.78614378038134
3295628662,-2.2089324509182129,56.814565432467887,-129.74807658466301
3295648651,-0.23115958733463726,58.733563436872473,-127.55541809053094
3295668640,2.0066748245272517,60.577739681720004,-125.10259196569052
3295688629,4.58529740189371,62.347347649184144,-122.2720513913674
3295708618,7.489448996815363,64.049330431658191,-119.14854207845219
3295728607,10.607286832392619,65.668364784503581,-115.76966163728424
3295748596,13.659110615011173,67.06950967562517,-112.41732485544317
3295768585,16.705764831961559,68.301389513968147,-109.08809204162607
3295788574,19.858775905070814,69.396858781112726,-105.70503495367967
3295808563,23.123502316137639,70.334459116219151,-102.28708153395763
3295828552,26.306536653668761,71.159440206558813,-98.968795027668136
3295848541,29.268900446189267,71.83328009617324,-95.909268118425032
3295868530,31.799456347660556,72.344970612580028,-93.375420209211953
3295888519,34.236821773619347,72.759742408480804,-91.018538482423253
3295908508,36.301169994217148,73.137077766435283,-89.02331361653134
3295928497,37.856501151348745,73.477883979694951,-87.586183257199906
3295948486,39.066138645424935,73.72151840152398,-86.568330427215272
3295968475,39.827097969654368,73.883699374131126,-86.117548410757067
3295988464,40.272078431286374,74.017312204063288,-86.058653022654426
3296008453,40.446445492950879,74.214288428107054,-86.246751536326457
3296028442,40.223551999408322,74.399805748616998,-86.85318939114967
3296048431,39.560339149289902,74.518388712668681,-87.894244160954855
3296068420,38.731732751162149,74.601604263674844,-89.091665923363564
3296088409,38.077219450358122,74.690038092789933,-90.068013705293097
3296108398,37.076692473409949,74.760635078947473,-91.226027951896299
3296128387,35.268818642855599,74.759367132145627,-93.136728336801227
3296148376,33.942823106659795,74.735289478436428,-94.65169728496646
3296168365,32.710939015736656,74.676886784908476,-96.024534143958476
3296188354,31.443407044278921,74.575521364807173,-97.395189438899806
3296208343,30.225927696008124,74.471844739552864,-98.760432071908141
3296228332,28.968669467995902,74.360161373234405,-100.1667729535713
3296248321,27.561581693077798,74.209509319461688,-101.622360904435
3296268310,26.133230967248075,74.014047176449154,-103.02998178208848
3296288299,24.637135601115869,73.77021320942427,-104.5111535334085
3296308288,23.067079654889085,73.495970781560601,-106.14354043157563
3296328277,21.451034746451199,73.209262056682959,-107.69547640923024
3296348266,19.6420709008103,72.9032852329848,-109.25322700016922
3296368255,17.714011083935674,72.53773809826609,-111.0029831719381
3296388244,15.900149088645355,72.13976040606515,-112.69667790756428
3296408233,14.1798789031902,71.761020800335643,-114.13850761835396
3296428222,12.408009901540352,71.384663599965023,-115.561968837206
3296448211,10.59838663605956,70.940524035547,-117.20270910582724
3296468200,8.6362666965323207,70.377236718425607,-119.12736627973759
3296488189,6.9501271119889694,69.797669437487698,-120.74904521920811
3296508178,5.1816565576262912,69.157701768061855,-122.47442939149697
3296528167,3.3856050085043696,68.424920853966597,-124.24548109056644
3296548156,1.5869007095411507,67.584017018883571,-125.98316331508975
3296568145,-0.36174693123062407,66.61202860358523,-127.81989757340924
3296588134,-2.0746694849226723,65.52559261990109,-129.58386924624907
3296608123,-3.5213164167873829,64.498349710315637,-131.20442203664507
3296628112,-5.0993774353434782,63.385142095149817,-132.95849248164177
3296648101,-6.7178849824849927,62.140410956748973,-134.83410030417019
3296668090,-8.2371216849953957,60.787971658771411,-136.66047128278831
3296688079,-9.632422893897111,59.323544396970618,-138.43562408285419
3296708068,-10.921266174402525,57.789983686286227,-140.24608270419054
3296728057,-12.16864470365897,56.182431328586233,-142.08277544195292
3296748046,-13.358221413377587,54.504232526242461,-143.85298898058289
3296768035,-14.374696132708619,52.790629188014989,-145.43573990335653
3296788024,-15.217808682726995,50.989744827768739,-146.80029964326809
3296808013,-15.94285506369657,49.120199570695171,-147.96044029754805
3296828002,-16.579050098338016,47.227914670110565,-148.93416334362072
3296847991,-17.0897525552693,45.437754495398934,-149.64476547367278
3296867980,-17.562361995917257,43.644845535234303,-150.23680154135965
3296887969,-18.006620122964971,41.8037874682039,-150.71585853787053
3296907958,-18.445298913809818,39.950214493166733,-151.18810867574157
3296927947,-18.847611629449958,38.056945070337484,-151.66174332264745
3296947937,-19.225109003757467,36.169332488663755,-152.11555396834507
3296967926,-19.593300998539778,34.264762006761714,-152.56846316340872
3296987915,-19.930681658826593,32.361725589546772,-153.02530694968056
3297007904,-20.246069120621087,30.415232913857547,-153.39427063965041
3297027893,-20.517750060359436,28.348070031638695,-153.69371274398
3297047882,-20.760631937681136,26.296197082133542,-153.94302464897268
3297067871,-20.961200688338671,24.354210905156634,-154.08371132040088
3297087860,-21.106693646062986,22.470615051903351,-154.22123928505434
3297107849,-21.201048525319226,20.681958303062423,-154.33767620562796
3297127838,-21.296510720398718,18.946757403980538,-154.35022669589463
3297147827,-21.418693823887878,17.275132306568565,-154.33571159905853
3297167816,-21.527732443333306,15.629691304060882,-154.41407007428359
3297187805,-21.620178283217058,13.984411233973944,-154.49732591173398
3297207794,-21.722309339720272,12.382914083231883,-154.53417491130833
